"ID","log2FoldChange","pvalue","padj","AD2A241","AD2A242","AD2A243","AD2A244","AGA241","AGA242","AGA243","AGA244","Gene.name"
"ENSG00000003509",0.0687439303176583,0.520635587431637,0.720684653765881,357.411088126962,361.840417878824,368.284935911647,392.98691650125,324.093092466017,410.892735919867,341.44311683621,333.713665898152,"NDUFAF7"
"ENSG00000003756",-0.109294981045714,0.177776848678573,0.371244641480961,2461.70985698456,2692.64287573569,2485.06283858139,2290.50162168448,2813.04971194824,2828.40547670867,2341.03814417319,2726.12854408167,"RBM5"
"ENSG00000003987",0.285099290787863,0.399072359121284,0.618482660152109,23.7727558616558,29.6243616976815,30.9772376000451,30.1615240655587,28.3948630861465,21.5765591921391,32.0415828116091,10.8036798312352,"MTMR7"
"ENSG00000004059",0.0374625642331534,0.579256119270335,0.761450496006915,5625.94563719115,5484.73896574217,5181.22981488161,6177.7898115456,5361.73345723235,5450.42647418819,5418.03139355053,5670.73150252832,"ARF5"
"ENSG00000004139",-0.0409313809962029,0.753247008253537,0.872482790317156,449.223110765081,415.799076685315,332.71847792641,460.406793824263,453.338676168477,400.573511958409,352.4574109277,505.372134327778,"SARM1"
"ENSG00000004142",0.0150860046004323,0.826118078880666,0.914645332182976,5871.05094762684,5755.5902726924,5858.13982169741,6271.82279833823,5376.42045538036,5790.02275364708,5948.7201088678,6400.58009557176,"POLDIP2"
"ENSG00000004399",-0.46889120285306,1.12152216607588e-12,2.46481425199728e-11,10126.3742468632,10473.2698730482,11027.896585616,11297.2649698497,14013.3544996182,14238.6528442734,15323.8869796521,15835.7938148505,"PLXND1"
"ENSG00000004455",0.0598061269575038,0.408409642401797,0.627079566920917,3614.2786411738,3662.84072133476,3861.82895413895,4046.96684667878,3500.40122527496,3563.88471177985,4035.23683533702,3467.98122582648,"AK2"
"ENSG00000004478",-0.02002525060058,0.822302538768768,0.912496612697334,3744.61892331184,3686.11700552579,4403.35695959159,4612.05187108351,3797.07858786469,4017.930566084,4463.79300544229,4398.29810018284,"FKBP4"
"ENSG00000004487",-0.131409478051483,0.0185011999228077,0.0710756982511513,3314.25006719566,3357.07498809798,3323.74286397521,3433.09112157977,3738.33059527267,3750.56885435532,3533.58580444277,3686.45564019146,"KDM1A"
"ENSG00000004534",-0.108618307797383,0.0920757547682531,0.237201778840069,1405.05184644407,1424.08538732426,1402.00682767611,1498.31806313908,1579.34186751567,1564.7695970647,1499.94659536845,1534.12253603539,"RBM6"
"ENSG00000004660",0.38748014156177,8.77493432988038e-05,0.000717865290078542,572.18564108399,686.650383635545,574.799853245281,703.473193646706,492.504004563162,483.127303650072,505.656228745706,457.355779522288,"CAMKK1"
"ENSG00000004700",-0.110584845960404,0.0818925544245923,0.218417577450575,3777.40893139689,3818.36862024759,3852.65051336857,3459.70423104938,3993.88436304798,4158.64725646751,4118.34469075463,3818.50061590656,"RECQL"
"ENSG00000004766",-0.0579521252313849,0.464079378452368,0.674488616543885,749.251684743219,741.667055359811,837.532720297515,744.279961500109,809.743164560109,815.21869295517,811.052564918855,757.457997056598,"VPS50"
"ENSG00000004776",-0.81215017135791,1.02390902596842e-31,7.08089975291935e-30,5443.96109231917,5255.15016258514,4869.16282868857,5894.80374751874,9338.97255571259,9763.86209007757,9492.3189079392,9099.09923564027,"HSPB6"
"ENSG00000004777",0.0690745537224281,0.560621910534077,0.747111761554492,387.741845605627,459.177606314063,341.896918696794,342.42200850899,398.507216415918,380.873175304717,328.426223818993,350.519390080074,"ARHGAP33"
"ENSG00000004779",-0.525326103143317,3.69697069482189e-12,7.81587826242236e-11,1609.98939697558,1537.29276952611,1677.36005078763,1447.75315514682,2117.86513294258,2348.09250686627,2404.12001033355,2152.33310415607,"NDUFAB1"
"ENSG00000004799",-0.452872111629205,0.00118665900589092,0.00723527199516562,386.922095403501,327.984004510045,260.438256859638,239.517985226495,420.048147032995,422.150071150548,375.487298573544,448.952917431327,"PDK4"
"ENSG00000004838",-0.0347799912073239,0.847819134644658,0.926734508961776,109.026776882766,112.14936928408,96.3736280890291,91.371675845663,87.1428556781737,94.7492381915675,100.129946286278,139.24742893592,"ZMYND10"
"ENSG00000004864",0.317707342528094,0.0112266638851891,0.0477417026656305,402.497349243896,407.33497334312,519.729208622979,433.793684354652,405.361148884988,300.195606151501,390.506790516486,315.707532846094,"SLC25A13"
"ENSG00000004866",0.0708550906383993,0.46576539701249,0.675592141014634,554.151136637217,480.33786466955,622.986667289795,539.359018584108,503.2744698717,553.48564884183,508.660127134294,524.578676249973,"ST7"
"ENSG00000004897",0.0221929303183867,0.756718145969585,0.874260049843091,4223.35304135346,4156.93275393537,4438.92341757683,3985.75669489868,4434.49430748819,4185.85248327499,4216.47203811519,3704.46177324352,"CDC27"
"ENSG00000004961",0.065135745327363,0.474621423950353,0.683173853530757,1459.97510998651,1462.17385236414,1699.15884761729,1566.62504411108,1477.51201368948,1443.75324333488,1694.19869116383,1294.04076200794,"HCCS"
"ENSG00000004975",-0.038658390510384,0.631668580457943,0.795529187529389,2704.35591681387,2813.25634836197,2490.79936406288,2779.29573227633,2757.23911898581,2834.03414432401,2431.15509583084,3063.44343659023,"DVL2"
"ENSG00000005007",-0.122476029006241,0.0968642168861216,0.246315936386346,7580.23011905968,7712.91417057493,7178.68798753637,7906.7548234213,8539.02072325116,8367.95252147309,7256.4172073666,8911.83545189886,"UPF1"
"ENSG00000005020",-0.254248922430886,0.00339402974492183,0.0176389789014641,1878.86746327293,1717.15496554775,1849.45581523232,1728.07790822671,2302.92130960747,2165.1608093677,2288.97057210433,1794.61126085517,"SKAP2"
"ENSG00000005022",0.242895363557255,0.00258630485063749,0.0140955879075024,9568.12435921538,9285.12136638759,10370.4907654373,10150.2399517095,7399.30966696583,7762.87075282397,9124.84200506855,8988.66161958764,"SLC25A5"
"ENSG00000005059",0.000473884585079434,0.996116927520797,0.998491231863918,1123.87752711483,1107.73952490973,1143.86318100907,1107.99245758479,999.69500727433,1119.16674418356,1353.75687379048,1007.14304204514,"MCUB"
"ENSG00000005073",-0.345347822132364,0.00140893897551715,0.00842871605499687,374.62584237161,323.751952838947,316.656206578239,356.615666892782,378.924552218576,433.40740638123,482.626341099862,452.554144041739,"HOXA11"
"ENSG00000005075",-0.0423623153547655,0.586148802597269,0.766091047903789,1796.0726928582,1816.60817981854,1579.8391176023,1841.62717529705,1701.73351874906,1760.8348523324,1976.56513969114,1809.01616729682,"POLR2J"
"ENSG00000005100",0.0483918219065225,0.539816178808425,0.732227933721454,1073.05301458301,1181.80042915394,1161.07275745354,1076.94382987024,1113.27445961892,1093.83773991453,981.273473605529,1154.79333307202,"DHX33"
"ENSG00000005156",-0.210241933857948,0.0251600643682164,0.0899151588354266,770.565189998497,733.202952017616,960.294365601397,828.554808153876,945.842680731638,887.453260685375,977.268275754078,996.339362213908,"LIG3"
"ENSG00000005175",0.0125828671194723,0.912545133736156,0.960833826020746,761.54793777511,772.349429975267,822.617754045642,772.667278267694,879.261622460674,788.951577416914,851.104543433367,577.396666536012,"RPAP3"
"ENSG00000005187",-0.347065607971063,0.331469473343316,0.554987660668607,19.6740048510255,20.1022454377124,17.2095764444695,18.6291766287274,21.5409306170767,23.452781730586,15.0194919429418,37.2126749742544,"ACSM3"
"ENSG00000005189",-0.708061644547878,8.37602378454784e-08,1.13331243554404e-06,236.907808414431,172.456105597217,200.778391852144,174.759418850443,310.385227527877,320.834054074417,289.375544767345,366.124705391858,"REXO5"
"ENSG00000005194",0.0679249210635346,0.353575627143639,0.575485016564333,1516.53787393321,1483.33411071962,1571.80798192821,1572.83476965399,1488.28247899802,1319.92255579738,1505.95439214563,1550.92826021731,"CIAPIN1"
"ENSG00000005206",0.0203247348207712,0.753970959068288,0.87296585483314,1760.82343416678,1930.87357493817,1817.33127253598,1903.72443072614,1830.97910245152,1806.80230452435,1894.45858373639,1774.20431006284,"SPPL2B"
"ENSG00000005238",0.149294072839527,0.0324467095668924,0.109208479528628,3559.35537763135,3865.97920154743,3677.11283363498,4106.40279116091,3191.97426416681,3479.45469754974,3597.66897006598,3445.17345729388,"FAM214B"
"ENSG00000005243",-0.329760553105257,5.88921338970502e-06,6.02077269013207e-05,4902.10620871384,4608.70426982502,4583.48385971037,4797.4565337218,5692.68048216744,5941.99677926127,6655.63752964893,5453.45749703348,"COPZ2"
"ENSG00000005249",0.664334948142627,0.0302890254599482,0.103580429971946,60.6615149573285,58.1907104775886,29.8299325037471,37.2583532574548,25.4574634565451,41.2768958458314,22.0285881829813,28.8098128832937,"PRKAR2B"
"ENSG00000005302",0.0483335197944557,0.563398504793259,0.749503749770621,923.85847779607,913.065148039254,914.402161749479,919.926483999539,856.74155863373,897.772484646833,997.294265011333,795.871080900989,"MSL3"
"ENSG00000005339",0.0295781827154023,0.778549528347314,0.887294415958706,4897.18770750109,5066.82386322131,4881.78318474784,4642.21339514907,5059.18129538341,4774.98636034731,3653.7417399863,5607.10983241104,"CREBBP"
"ENSG00000005379",0.646510530658657,0.0388103018033909,0.125406681752701,36.0690088935467,49.7266071353939,24.0934070222573,32.8228350125197,25.4574634565451,18.7622253844688,21.0272887201185,26.4089951430193,"TSPOAP1"
"ENSG00000005436",0.24282451133536,0.0455195271842243,0.14179856716447,363.149339541845,427.437218780833,390.083732741308,326.454142827223,358.362754811366,314.267275189853,332.431421670444,264.089951430193,"GCFC2"
"ENSG00000005448",0.14155245253464,0.089905657828562,0.233233083663292,1516.53787393321,1506.61039491066,1493.79123537995,1696.14217686318,1316.93416727128,1318.98444452816,1408.82834424794,1594.14297954225,"WDR54"
"ENSG00000005469",-0.0479414156162463,0.562312680904405,0.748787789034877,710.723425243294,701.462564484386,688.38305777878,674.198773230135,756.869971227284,720.469454763602,745.968099832774,642.218745523423,"CROT"
"ENSG00000005471",1.57268458132845,5.75532541835247e-08,7.9531850363734e-07,75.4170185955976,119.5554597085,63.1017802963881,58.5488408331433,25.4574634565451,27.2052268074798,36.0467806630602,16.8057241819213,"ABCB4"
"ENSG00000005483",0.25081309069142,0.00253498030035444,0.0138693015026425,2839.61470016467,2781.51596082873,2653.7166877372,2671.06908709992,2522.2471486177,2315.25861244345,1948.52875473098,2415.22264671612,"KMT2E"
"ENSG00000005486",-0.0484883630253996,0.5375634491554,0.731225392854098,1578.83888929479,1590.19341541483,1633.7624571283,1815.01406582744,1609.69499702155,1621.99438448733,1748.26886215842,1869.03661080368,"RHBDD2"
"ENSG00000005513",1.77415694536018,5.16641490898192e-06,5.35572391630637e-05,72.1380177870933,70.8868654908807,26.3880172148532,30.1615240655587,12.7287317282726,19.7003366536923,16.0207914058046,9.60327096109791,"SOX8"
"ENSG00000005700",0.0876636142770731,0.329442968262052,0.553001883808206,3160.13702919596,3158.1685595564,3407.49613600496,3009.94268101296,3268.34665453645,3073.25251797599,3180.1270940522,2456.03654830079,"IBTK"
"ENSG00000005801",0.321629487830774,0.00151549268622783,0.00895937165566303,344.295084892945,344.912211194434,348.780749274582,329.115453774184,293.739962960136,265.485489190234,268.348256047226,265.29036030033,"ZNF195"
"ENSG00000005810",0.329851841283257,0.00158675889354685,0.00931913762434528,4239.74804539598,4506.07701680091,4550.21201191773,3695.67380167992,3640.41727428595,3463.50680597294,2664.45787067787,3750.07731030873,"MYCBP2"
"ENSG00000005812",-0.109392185508493,0.198757515537646,0.400189821657062,2328.09057403801,2265.20565695486,2334.76587096636,2088.24198971544,2525.1845482473,2426.89385348104,2693.49555510089,2075.50693646729,"FBXL3"
"ENSG00000005882",-0.155767685847534,0.0797362566239645,0.21409769681948,1697.70266860307,1736.19919806769,1491.49662518736,1725.41659727975,1667.46385640371,1925.94243571572,1720.23247719826,2101.91593161031,"PDK2"
"ENSG00000005884",0.924381237005312,3.11151482105104e-17,9.86052354695604e-16,6061.23299452009,6137.53293600894,7949.67701224861,8689.18024182785,3608.10587836034,3601.40916254879,4134.36548216044,3850.91165540026,"ITGA3"
"ENSG00000005889",0.0577640684409941,0.529152993093767,0.725473655386852,1118.13927569995,1216.71485544049,1184.0188593795,1076.05672622125,1294.41410344433,1073.19929199162,1016.31895480573,1026.34958396734,"ZFX"
"ENSG00000005893",-0.0789010938642049,0.207024429465333,0.411299811348389,8640.9868806108,8260.96486198203,8713.78220638305,7916.51296356016,9314.49422546592,9027.44474373717,8759.36770112364,8310.4306079601,"LAMP2"
"ENSG00000006007",-0.530451330834363,6.80853118312231e-18,2.28813704555903e-16,2850.27145279231,2846.05474881297,2841.87472353006,2944.29701098792,4063.40282094855,4153.01858885217,3936.10818851361,4437.91159289737,"GDE1"
"ENSG00000006015",-0.0421192242972407,0.607513483489327,0.780375846832284,1409.1505974547,1348.96647016228,1411.1852684465,1662.43223820167,1420.72228751719,1486.90636171915,1521.97518355143,1579.73807310061,"REX1BD"
"ENSG00000006016",-1.16082397125185,5.21591304252072e-19,1.82791907526177e-17,356.591337924836,327.984004510045,399.262173511692,320.244417284314,643.290518882698,668.873334956313,924.19940422235,902.707470343204,"CRLF1"
"ENSG00000006025",-0.371999448851249,0.0289495571216026,0.100091405514649,136.078533552926,146.005782652859,119.319730014988,203.146735618027,194.847508763557,208.260701767604,159.206614595183,223.276049845526,"OSBPL7"
"ENSG00000006042",-0.415563059821148,4.60306305995335e-09,7.20559971960505e-08,4166.79027740677,4241.57378735732,3874.44931019823,4008.82138977234,5219.75914180162,5327.53389791992,5132.66104663463,6057.26315871251,"TMEM98"
"ENSG00000006062",0.856906656835976,6.95668058640055e-12,1.42616534814746e-10,980.421241742768,946.921561408033,852.447686549389,942.991178873202,489.56660493356,561.928650264841,379.492496424995,627.813839081776,"MAP3K14"
"ENSG00000006118",0.440798217941842,6.18107551094382e-07,7.38690744625852e-06,1807.54919568796,1868.45081278948,1696.86423742469,2110.41958094012,1316.93416727128,1342.43722625874,1302.69060118448,1556.930304568,"TMEM132A"
"ENSG00000006125",0.0162411090145097,0.780044806747636,0.888347887945049,13967.7236940259,13887.477558706,13869.7713091461,13685.3479929227,13630.5134145602,13890.6135633915,12748.544761169,14523.7469197905,"AP2B1"
"ENSG00000006194",0.2063093925958,0.00709445635022717,0.0328385411890968,962.386737295995,942.689509736935,935.053653482842,977.588221183695,903.739952707352,789.889688686137,800.038270827365,816.278031693323,"ZNF263"
"ENSG00000006282",-0.358965159218098,1.32436491625745e-06,1.511894211076e-05,2933.06622320704,3002.64066064357,2673.22087437426,2846.71560959935,3685.45740193984,3883.78065458504,3274.24924356131,3852.1120642704,"SPATA20"
"ENSG00000006283",-0.743376332355808,8.00165959518517e-06,8.0534167723856e-05,287.732320946247,286.721500716846,211.104137718826,220.001704948781,391.653283946848,410.892735919867,310.402833487463,574.995848795738,"CACNA1G"
"ENSG00000006327",0.17058862075019,0.0420957432543634,0.133430386033387,16935.2194257223,16466.9130522398,18330.4935235526,19618.2971973479,14662.5198177601,14937.5457398448,18173.5852509595,15620.9206270959,"TNFRSF12A"
"ENSG00000006432",0.16778846123994,0.733733366092728,0.861192902209731,6.55800161700848,11.6381420955177,13.7676611555756,12.4194510858183,6.85393246906984,7.50489015378752,13.0168930172162,12.0040887013724,"MAP3K9"
"ENSG00000006451",-0.0701279166968702,0.458933410058396,0.670579759649604,2312.51532019762,2080.05339634435,2252.15990403291,2276.30796330069,2454.68695713687,2386.55506890443,2631.4149884034,1889.44356159601,"RALA"
"ENSG00000006453",0.227410957144355,0.0113623020702536,0.0482657439839329,801.715697679287,690.882435306643,663.142345660224,748.715479745044,649.165318141901,644.482441956504,610.792672346299,578.597075406149,"BAIAP2L1"
"ENSG00000006459",-0.188273433298444,0.233838536456243,0.444833043960654,160.671039616708,203.138480212673,201.925696948442,132.178443699066,199.743174812893,184.807920037018,232.301475384166,174.0592861699,"KDM7A"
"ENSG00000006468",0.326211743139007,0.00311079270404938,0.0164081133813588,1703.44092001795,1843.0585027629,1537.38882903927,1306.70367495788,1440.30495171453,1318.04633325893,1098.42551076047,1238.82195398163,"ETV1"
"ENSG00000006530",0.0485721580243675,0.53544354234526,0.729813683658726,916.480725976936,817.843985439563,962.588975793993,935.007246032318,852.825025794262,893.081928300715,878.139628930662,888.302563901557,"AGK"
"ENSG00000006534",-0.0527700752159578,0.523500743081051,0.722005988507459,3781.50768240752,3923.11189910725,3332.92130474559,3680.59303964714,3593.41888021233,3639.87172458695,3656.74563837489,4383.8931937412,"ALDH3B1"
"ENSG00000006576",-0.265751302072341,0.00352956928847404,0.0182277126215254,2830.59744794129,3105.26791366768,2798.27712987074,2720.74689144319,3806.86991996336,3486.0214764343,3639.72354750622,2832.96493352388,"PHTF2"
"ENSG00000006606",-0.570921370818879,0.0992327426584311,0.250334221103305,32.7900080850424,16.9282066843894,17.2095764444695,28.3873167675846,31.3322627157479,48.7817859996189,43.0558769030997,19.2065419221958,"CCL26"
"ENSG00000006607",0.0743082741025591,0.348346717341571,0.570571516694677,2839.61470016467,2914.8255884683,2807.45557064112,2659.53673966308,2809.13317910877,2674.55522855603,2301.98746512154,2873.77883510855,"FARP2"
"ENSG00000006625",0.332635963053542,0.0302908582152023,0.103580429971946,481.193368647997,375.59458580989,509.403462756297,434.68078800364,322.134826046283,355.544171035684,482.626341099862,267.691178040604,"GGCT"
"ENSG00000006634",-0.154760864566356,0.123612505250671,0.290633209685773,514.803126935166,503.614148860585,578.241768534175,550.891366020939,653.081850981369,591.010099610768,637.827757843594,504.17172545764,"DBF4"
"ENSG00000006638",-0.204519275714508,0.0991020525894837,0.250126186259913,428.72935571193,418.973115438638,301.741240326365,474.600452208055,479.775272834889,433.40740638123,483.627640562725,480.163548054896,"TBXA2R"
"ENSG00000006652",0.3761431420326,0.00113178969923511,0.00694154942663882,1083.70976721065,1065.41900819876,1515.59003220961,1288.96160197814,920.385217275093,872.4434803778,1099.42681022334,921.914012265399,"IFRD1"
"ENSG00000006695",0.250135202618293,0.0137693591959828,0.0562782319646684,499.227873094771,554.398768913753,486.457360830338,596.133652119277,460.192608637547,481.251081111625,400.519785145114,454.954961782014,"COX10"
"ENSG00000006704",0.00455298538121776,0.958445919589347,0.979921053210477,735.315931307076,783.987572070785,765.252499230743,836.538740994759,792.1187667825,809.590025339829,684.888832598145,825.88130265442,"GTF2IRD1"
"ENSG00000006712",-0.029151594955095,0.717419899903232,0.851797462834149,3970.86997909864,3852.22503361637,4040.80854916144,3975.99855475982,3783.37072292655,3819.05097700863,3828.96914598729,4738.01381043168,"PAF1"
"ENSG00000006715",-0.106309420809232,0.147668461072513,0.327031206132694,2164.1405336128,2259.91559236599,2251.01259893661,1950.74092412246,2418.45902837179,2359.34984209695,2354.05503719041,2146.33105980538,"VPS41"
"ENSG00000006740",-2.07301697200533,1.017685024391e-100,3.59890431352818e-98,518.08212774367,587.197169364758,434.828631496929,440.890513546549,2194.23752331222,2043.20634436865,1947.52745526812,2152.33310415607,"ARHGAP44"
"ENSG00000006744",-0.0348487050630404,0.602134100398154,0.777100232926674,4092.19300901329,3953.7942737227,4240.43963591728,4333.50132530159,4001.71742872692,4225.25315658238,4175.41876013781,4628.77660324919,"ELAC2"
"ENSG00000006747",-2.91383254737665,1.422809408718e-299,4.42778287993041e-296,973.043489923634,806.205843344046,999.302738875528,881.781027093097,6711.95815363911,6539.5736577566,7064.16771049694,7273.27734416153,"SCIN"
"ENSG00000006756",-0.190261363383873,0.0743851212692828,0.204096717854001,796.797196466531,878.150721752701,748.042922786274,734.521821361252,938.009615052701,954.997272069462,718.933014335479,991.537726733359,"ARSD"
"ENSG00000006757",1.75345184601776,7.26599067811227e-19,2.52363426230864e-17,135.2587833508,128.019563050695,136.529306459458,152.581827625767,44.0609944440204,49.7198972688424,42.0545774402369,26.4089951430193,"PNPLA4"
"ENSG00000006788",0.419945988082376,0.490547734644609,0.69549045250514,14.7555036382691,5.29006458887169,20.6514917333634,9.75814013885721,4.8956660493356,15.9478915767985,15.0194919429418,1.20040887013724,"MYH13"
"ENSG00000006831",0.0356049435588521,0.545583807013216,0.736022545268393,3050.29050211107,3137.00830120091,3213.6015747306,2940.74859639197,3046.08341589661,3028.22317705327,2933.80742618796,3028.63157935625,"ADIPOR2"
"ENSG00000006837",-0.202635090161303,0.524873436768154,0.722682123361869,27.8715068722861,15.8701937666151,26.3880172148532,22.1775912246755,23.4991970368109,24.3908929998095,29.0376844230207,30.010221753431,"CDKL3"
"ENSG00000007047",-0.135296406610542,0.0873533670519386,0.228516878165461,3202.76403970652,3052.36726777897,2756.97414640401,2835.18326216251,3117.56014021691,3228.04087739786,3031.93477354851,3642.04051199638,"MARK4"
"ENSG00000007080",0.0564372288920233,0.53528623106603,0.729722599911287,3440.49159832308,3257.62177382719,3233.10576136767,3905.91736648985,2980.48149083551,3108.90074620648,3414.43116836209,3810.0977538156,"CCDC124"
"ENSG00000007168",0.042790092033363,0.519591343096584,0.719837559950075,7140.02426051799,7239.9823963298,7322.10112457362,7039.167454712,7303.35461239885,7021.76285013745,7328.51076869272,6240.92571584351,"PAFAH1B1"
