ID,log2FoldChange,pvalue,padj,AD2N1,AD2N2,AD2N3,AD2N4,AGN1,AGN2,AGN3,AGN4,Gene.name
ENSG00000000003,-0.684418592,0.010858913,0.037760533,1355.73495,1416.807435,1052.10771,1323.610461,1414.096217,1333.466512,2980.296726,2547.523629,TSPAN6
ENSG00000000419,-0.63352665,0.001215025,0.007027954,1226.219438,1154.547335,977.1271832,1096.214002,1405.306945,1351.045167,2269.775968,1885.73952,DPM1
ENSG00000000457,-0.262897611,0.053943223,0.125274425,325.8777383,317.5256379,298.7319403,365.1026801,369.1494268,369.9888252,415.6648818,416.2040153,SCYL3
ENSG00000000460,-0.036581702,0.866484751,0.913183323,426.1478116,355.7091007,353.4796266,333.3940107,261.7249904,328.1348857,423.8553228,493.1327196,C1orf112
ENSG00000000971,2.119517601,3.28E-22,3.75E-20,1348.42359,1761.463428,1266.337787,1619.86003,426.7679881,402.634898,227.2847383,322.5087986,CFH
ENSG00000001036,0.182710171,0.128638675,0.237508623,3495.874327,3500.820641,3747.836175,3376.52032,2911.202225,2866.157777,3606.865464,3057.422861,FUCA2
ENSG00000001084,-0.569093826,5.28E-08,1.16E-06,594.3090804,565.7181461,535.5751918,587.9693286,860.3720767,849.6349718,830.3059585,849.1745431,GCLC
ENSG00000001167,0.448546287,0.000123484,0.001120946,1676.390288,1449.966758,1456.764522,1432.325899,1184.598557,1061.415906,1023.805128,1138.150317,NFYA
ENSG00000001460,-0.234832113,0.07969588,0.166767511,591.1756406,555.6698664,530.8145234,621.489922,725.6032384,746.6742806,611.2116612,622.3334921,STPG1
ENSG00000001461,0.009939387,0.950270448,0.969607701,9132.932511,9440.358761,8748.918299,9703.758826,11057.88085,9972.119625,8685.962702,7055.742952,NIPAL3
ENSG00000001497,0.248891556,0.119833791,0.225683675,1657.58965,1484.130909,1911.408351,1393.369534,1173.856114,1290.775494,1351.422768,1607.612666,LAS1L
ENSG00000001561,-0.773678813,0.000196182,0.001629214,186.9619075,211.0138733,153.531555,224.6785724,242.1932747,333.9944372,396.2125844,357.028089,ENPP4
ENSG00000001617,-0.044886512,0.897032938,0.933803818,1892.597634,2662.794116,2499.350895,2800.328497,4011.814405,3469.691584,1342.208522,1342.307263,SEMA3F
ENSG00000001629,-0.018590079,0.877446992,0.920473861,4191.497961,3794.230408,3815.675699,3987.138698,4214.944249,4496.78726,3649.86528,3630.443081,ANKIB1
ENSG00000001630,-0.067018313,0.646926108,0.754707559,633.9993177,672.2299107,645.0705643,585.2514426,590.8344,600.1854924,666.497138,799.8612711,CYP51A1
ENSG00000001631,-0.242506738,0.154839315,0.273433054,1121.771445,1265.078412,973.5566819,1325.422385,1514.684553,1639.83735,1212.185271,1177.600934,KRIT1
ENSG00000002016,0.291088695,0.394826779,0.537861815,274.6982217,322.5497778,293.9712719,278.1303295,366.2196694,328.1348857,113.6423692,146.9535504,RAD52
ENSG00000002330,-0.075970962,0.703461877,0.797768731,3476.029208,3759.061429,4023.954941,3368.366662,3123.121341,2865.320698,4972.621505,4457.919785,BAD
ENSG00000002549,-0.299042739,0.009791683,0.034830121,3279.666981,3520.917201,3651.432641,3332.128183,3986.423175,3830.472543,4453.552305,4688.705898,LAP3
ENSG00000002586,-0.674396537,5.95E-09,1.57E-07,25145.85432,31158.71047,26635.93954,30920.48256,47303.86226,44747.72087,44687.04621,44978.63535,CD99
ENSG00000002745,0.378616778,0.063899041,0.141913548,406.3026929,497.3898443,326.1057834,447.5452208,269.5376767,265.3539764,365.4984305,391.5473793,WNT16
ENSG00000002746,2.903222045,5.89E-12,2.54E-10,225.607665,179.8642063,241.6039198,272.6945576,59.57173289,28.46067886,7.166635893,27.6154323,HECW1
ENSG00000002822,0.791746689,1.06E-07,2.21E-06,2578.820948,2688.919643,3331.277693,2787.645029,1912.154967,1704.292416,1421.041517,1538.574085,MAD1L1
ENSG00000002834,0.395694319,0.000460853,0.003228409,37766.30532,35913.55641,43865.98854,37614.63567,31432.39008,29911.3364,27394.9776,29200.36086,LASP1
ENSG00000002919,-0.154023709,0.448221544,0.586635555,971.3663353,935.4948384,975.9370161,911.3977574,815.4491306,796.0619293,1330.946666,1280.17254,SNX11
ENSG00000003056,0.118506013,0.323720244,0.467563224,3973.201655,3820.355935,4065.610789,3757.024354,3262.773108,3250.376941,3892.507095,3979.581047,M6PR
ENSG00000003137,-1.054224661,0.004782001,0.020119085,295.5878203,402.9360152,285.6401023,542.6712293,1212.919545,1075.646245,329.6652511,553.2949114,CYP26B1
ENSG00000003249,-0.518158212,0.02560677,0.071747791,193.2287871,295.4194226,248.7449224,369.6324901,458.0187332,449.5113102,309.1891485,369.8495397,DBNDD1
ENSG00000003393,0.257100798,0.020611348,0.0610543,1552.097177,1339.435682,1604.345241,1436.855709,1284.210307,1262.314815,1230.613763,1185.491058,ALS2
ENSG00000003400,-0.663872623,0.000503162,0.003460738,110.7148726,145.7000554,103.5445371,115.0571722,206.0596007,156.5337337,193.4991691,198.2393533,CASP10
ENSG00000003402,0.356193398,0.105895391,0.206376563,3329.802018,3279.758488,3111.096781,3656.462573,3331.134113,3296.416275,1895.063291,1927.162668,CFLAR
ENSG00000003436,1.090154381,2.13E-06,3.31E-05,2855.60813,3817.341451,2288.691319,3942.746561,1189.481486,1320.073252,1544.921938,2008.036434,TFPI
ENSG00000003509,-0.195043449,0.219437201,0.353282113,433.4591711,493.3705324,396.3256419,446.6392588,410.1660298,491.3652497,551.8309638,574.0064856,NDUFAF7
ENSG00000003756,0.002945222,0.986992438,0.991677297,2505.707353,2755.238289,2555.288748,2586.521469,3113.355483,3106.39939,1979.015312,2181.619151,RBM5
ENSG00000003987,-0.550372534,0.084518392,0.174266422,24.0230384,30.14483905,24.99350895,38.95636538,33.20391669,37.66854555,48.118841,55.23086459,MTMR7
ENSG00000004059,-0.121019462,0.568644754,0.690444456,6380.727895,6445.971416,8214.533274,6136.080528,5786.270777,5658.65262,9944.219204,8166.277836,ARF5
ENSG00000004139,0.452978212,0.070985092,0.153365235,455.3932496,360.7332406,505.8210144,467.4763845,388.6811425,448.6742314,214.9990768,253.4702179,SARM1
ENSG00000004142,0.122912617,0.479752545,0.615469468,7196.46672,6033.991949,8133.601912,6193.156133,5477.669669,5266.899746,7520.872467,7040.94897,POLDIP2
ENSG00000004399,0.533490024,0.056636581,0.129831517,10774.85496,9704.628517,13097.78886,11021.93352,10871.35296,10114.42302,4536.48052,5289.34155,PLXND1
ENSG00000004455,0.047081691,0.787018444,0.858708001,5969.202802,5156.777133,5573.552496,4974.637262,4349.713087,4284.169247,6536.99574,5808.117171,AK2
ENSG00000004478,-0.112882058,0.527987664,0.65685965,4817.141439,4668.43074,5270.059887,4263.457104,4264.750124,4254.871489,5352.453207,6694.769801,FKBP4
ENSG00000004487,-0.092831069,0.271208674,0.411493306,4159.119083,3876.626301,4013.243437,3960.8658,4183.693504,4207.995077,4331.719495,4350.416852,KDM1A
ENSG00000004534,0.228290934,0.397465609,0.540114205,1649.23381,1610.739233,1553.168056,1576.373855,1829.145176,1859.151993,797.5441944,967.5263958,RBM6
ENSG00000004660,0.704014697,5.30E-07,9.60E-06,870.051782,926.4513867,1002.120692,901.4321755,625.9914883,635.3428016,491.4264612,516.8030901,CAMKK1
ENSG00000004700,-0.189448121,0.111874282,0.214275418,3422.760732,3518.907545,2934.952051,3268.710844,3461.020023,3642.966894,3702.079341,4185.710524,RECQL
ENSG00000004766,-0.640871401,4.06E-06,5.90E-05,829.3170647,905.3499993,698.6280835,848.8863804,1182.645386,1165.213676,1371.898871,1401.483189,VPS50
ENSG00000004776,-0.784202727,5.81E-05,0.000593876,5591.101067,5455.211039,7445.685333,6027.365089,13373.36574,11779.37273,8695.176948,8375.366109,HSPB6
ENSG00000004777,0.654850565,0.092435527,0.186644144,316.4774189,332.5980575,328.4861176,330.6761247,310.5542797,328.1348857,83.95202046,107.5029329,ARHGAP33
ENSG00000004779,-1.133422979,4.13E-06,5.98E-05,1632.522131,1643.898556,1407.967671,1570.938083,2353.571742,2384.837473,4796.527023,4189.655585,NDUFAB1
ENSG00000004799,-0.993249793,0.00033274,0.002487726,321.6998186,526.5298553,217.800578,505.5267879,750.9944688,769.275408,637.8305945,973.4439884,PDK4
ENSG00000004838,-0.144851565,0.523553332,0.653484828,154.5830297,173.8352385,170.1938943,191.1579789,168.9493408,199.224752,134.1184717,260.3740759,ZMYND10
ENSG00000004864,0.470889188,0.011036385,0.038168698,505.5282863,469.2546611,537.9555259,431.2379051,252.9357183,346.550619,400.3078049,402.3962992,SLC25A13
ENSG00000004866,-0.0922968,0.520628172,0.651143662,645.488597,620.9836843,639.1197288,668.5999453,670.9144344,586.7922318,661.3781124,826.490438,ST7
ENSG00000004897,-0.362661418,0.031755418,0.08450567,4633.312971,4500.62447,3328.897359,4526.186079,4710.073242,4788.927757,6058.878745,6289.414705,CDC27
ENSG00000004961,-0.315938586,0.097841948,0.194618666,1858.129796,1784.574472,1991.149546,1814.641857,1814.496389,1881.75312,3097.010511,2479.471314,HCCS
ENSG00000004975,0.226569133,0.112099857,0.214503969,2631.044945,2799.450719,3201.54948,2789.456953,2664.126022,2728.876855,2020.991322,2345.339214,DVL2
ENSG00000005007,0.346533844,0.145130365,0.260160951,7870.156275,7847.706432,9059.55191,7986.960864,8695.519831,7958.945135,4126.958469,4985.571795,UPF1
ENSG00000005020,-0.75343026,5.64E-05,0.000580655,1821.572999,2041.810431,1210.399933,2047.474087,2747.135814,2844.393728,3168.67687,3248.758357,SKAP2
ENSG00000005022,-0.035693792,0.895912944,0.933132577,10789.47768,9092.688284,11950.46778,8693.611213,6735.51216,6818.006744,14065.03484,13923.1092,SLC25A5
ENSG00000005059,-0.62532898,0.009151359,0.033003846,1191.751601,1259.049444,1187.786759,1230.296376,1320.343981,1290.775494,2446.894255,2453.828413,MCUB
ENSG00000005073,-0.194936419,0.127739557,0.236260213,373.9238151,400.9263593,408.2273128,360.5728702,465.8314195,471.2753587,414.6410767,413.245219,HOXA11
ENSG00000005075,-0.06085696,0.680139237,0.780677041,1943.77715,1956.400054,2072.080909,1998.55214,1811.566631,1752.842986,2370.10887,2380.84477,POLR2J
ENSG00000005100,0.152975157,0.408831966,0.550943968,1416.314786,1325.36809,1305.613301,1315.456803,1448.276719,1431.404731,871.2581636,1071.084267,DHX33
ENSG00000005156,0.433744459,0.007362748,0.028074935,1104.015286,837.0216975,1148.511245,930.4229591,821.3086453,820.3372142,648.0686458,684.4682148,LIG3
ENSG00000005175,-0.611408459,0.000455689,0.003199282,721.7356319,824.9637619,503.4406803,780.0332695,1060.572163,1079.831639,1022.781322,1163.793218,RPAP3
ENSG00000005187,-1.119991109,0.003116456,0.014479997,11.48927923,14.06759155,13.09183802,25.36693559,36.13367405,30.13483644,42.99981536,31.56049405,ACSM3
ENSG00000005189,-1.329244655,2.35E-10,8.06E-09,195.317747,190.917314,173.7643955,228.3024203,353.5240542,488.0169345,495.5216817,646.0038626,REXO5
ENSG00000005194,-0.195428921,0.340249681,0.484351485,1942.732671,1673.038567,1925.690356,1583.621551,1527.380168,1618.91038,2566.679455,2445.938289,CIAPIN1
ENSG00000005206,0.361138722,0.053907029,0.125234175,1952.13299,1711.22203,2192.287785,1832.761097,1858.442749,1710.989047,1220.375712,1194.367447,SPPL2B
ENSG00000005238,0.876915386,3.74E-07,6.98E-06,3270.266662,3008.454937,3850.190545,3412.758799,2181.692644,2110.275629,1623.754932,1456.714054,FAM214B
ENSG00000005243,-0.704922848,0.000218609,0.00177285,4453.662423,4508.663093,4859.45224,4475.452208,6072.410412,5868.759396,10145.90881,7739.224901,COPZ2
ENSG00000005249,0.489901233,0.262435511,0.401058787,40.73471728,49.23657044,19.04267348,41.67425133,16.60195835,18.41573338,25.59512819,47.34074108,PRKAR2B
ENSG00000005302,-0.142812903,0.376206421,0.519485801,946.2988169,976.6927851,941.4221704,917.7394913,906.2716086,845.4495779,1213.209076,1212.120225,MSL3
ENSG00000005339,0.686256848,0.024159992,0.068735114,5993.225841,4869.396334,5561.650825,5726.58571,4715.932756,4970.573855,1782.444727,2296.025942,CREBBP
ENSG00000005379,0.653800715,0.103874338,0.203335297,54.31295638,65.31381793,44.03618243,65.22926295,58.59514711,44.36517587,28.66654357,13.80771615,TSPOAP1
ENSG00000005436,-0.485880913,0.000781009,0.004939125,400.0358133,471.2643171,332.0566189,414.0246274,545.9114539,565.0281832,584.5927278,572.0339547,GCFC2
ENSG00000005448,0.733844832,0.001571491,0.008484665,2631.044945,2449.770586,3286.051343,2232.290332,1244.17029,1158.517045,2213.466686,1757.525013,WDR54
ENSG00000005469,-0.695903179,5.80E-06,8.12E-05,684.1343544,709.4085455,517.7226854,645.9508956,965.8433415,921.6237477,1148.709353,1109.548619,CROT
ENSG00000005471,1.806047712,4.60E-11,1.74E-09,103.4035131,91.43934511,71.41002557,103.2796663,20.50830149,24.27528491,34.80937434,26.62916686,ABCB4
ENSG00000005483,0.687211343,0.025682596,0.071908555,3621.211919,3502.830297,2804.033671,3797.792643,2870.185623,3103.888153,1082.16202,1467.562973,KMT2E
ENSG00000005486,0.155375494,0.165300174,0.286941477,1715.036046,1704.188234,1961.395369,1692.336989,1598.67093,1485.814852,1554.136184,1711.170537,RHBDD2
ENSG00000005513,1.73289878,1.02E-05,0.000134225,71.02463527,83.40072136,55.93785336,82.44254068,29.29757355,35.15730918,10.23805128,12.82145071,SOX8
ENSG00000005700,-0.093456406,0.500850947,0.633385775,3362.180896,3156.164648,2498.160728,3034.972651,2914.131983,3155.787038,3595.603608,3194.513757,IBTK
ENSG00000005801,-0.283288972,0.132859248,0.243266644,284.0985411,409.969811,276.1187655,341.5476685,404.306515,335.6685948,472.9979689,385.6297867,ZNF195
ENSG00000005810,0.794283775,0.01059934,0.037084857,4441.128664,3904.761484,3355.081035,4429.248147,3001.048118,3490.618554,1124.13803,1684.54137,MYCBP2
ENSG00000005812,-0.705003071,0.000451075,0.003172493,2334.412644,2361.345725,1838.808158,2291.177861,2762.761186,2887.921825,4619.408736,4119.630739,FBXL3
ENSG00000005882,0.323970032,0.012948271,0.043138288,1755.770763,1821.753106,1929.260857,1830.949173,1712.931467,1478.281143,1403.63683,1266.364824,PDK2
ENSG00000005884,1.970704299,4.27E-22,4.84E-20,6971.903535,5302.477188,9202.371961,6133.362642,1882.857394,2053.354272,1395.446389,1711.170537,ITGA3
ENSG00000005889,0.141571609,0.197380798,0.326364305,1407.958946,1346.469477,1253.245949,1312.738917,1126.00341,1161.86536,1316.613394,1220.010348,ZFX
ENSG00000005893,-0.436493012,0.022314127,0.064746815,9380.474255,9407.199438,7317.147286,9677.485929,9512.922133,9977.142098,14876.91231,14060.2001,LAMP2
ENSG00000006007,-0.90651885,8.47E-10,2.60E-08,3100.016433,3462.637178,3163.464133,3539.593477,5505.990657,5260.203116,7263.89738,6839.75082,GDE1
ENSG00000006015,-0.182962499,0.35838947,0.502700373,1508.229019,1693.135126,2248.225638,1724.045658,1704.142195,1621.421616,2498.084511,2319.696313,REX1BD
ENSG00000006016,-0.878810123,0.001331576,0.007540223,200.5401466,95.45865698,188.0464007,161.2612334,404.306515,276.2360007,217.046687,287.9895082,CRLF1
ENSG00000006025,-0.288273985,0.460581171,0.598164696,107.5814328,111.5359045,138.0593828,121.3989061,250.9825468,189.1798065,69.61874867,73.96990794,OSBPL7
ENSG00000006042,-0.450646618,0.011349978,0.039066242,5022.903985,5387.887565,5860.382765,4920.279543,6006.979164,5805.141408,9099.579974,8049.898514,TMEM98
ENSG00000006062,1.476163588,0.020729269,0.061289384,1113.415606,932.4803545,1087.812723,876.06524,616.2256304,596.0000985,104.428123,124.2694453,MAP3K14
ENSG00000006118,0.907578215,0.000200224,0.001653277,2292.633447,2487.954049,2849.26002,2453.345057,1909.22521,1577.893519,896.8532918,990.2105009,TMEM132A
ENSG00000006125,-0.050484948,0.608822615,0.723173745,16445.3365,16393.7683,15619.75293,17154.39019,16369.53093,16027.54759,17010.52219,18544.74905,AP2B1
ENSG00000006194,0.414543394,0.002787184,0.013282055,1160.417203,1125.407324,1236.583609,1157.819417,1013.696045,928.3203781,836.4487892,731.8089558,ZNF263
ENSG00000006282,-0.068236379,0.669303554,0.772461792,3241.021224,3416.415092,4212.001341,3535.969629,4538.194144,3966.079307,3414.3901,3182.678572,SPATA20
ENSG00000006283,0.197152692,0.48232614,0.617743697,126.3820716,133.6421198,109.4953725,171.2268153,129.8859094,142.3033943,63.47591791,136.1046306,CACNA1G
ENSG00000006327,0.686564044,0.001096769,0.006471099,16265.68596,13335.07197,20160.24038,12631.82796,7745.301862,8084.506953,11619.16439,11317.39591,TNFRSF12A
ENSG00000006451,-0.654149414,0.000904888,0.005546932,2733.403978,2736.146557,2400.567026,2669.869971,3118.238412,3297.253354,5154.858817,5018.118554,RALA
ENSG00000006453,0.121199524,0.496749494,0.62965581,717.5577122,704.3844057,830.7366308,751.9484479,804.7066869,781.8315898,674.6875791,500.0365776,BAIAP2L1
ENSG00000006459,0.468541849,0.049726257,0.117946652,193.2287871,133.6421198,119.0167093,160.3552714,110.3541937,142.3033943,97.26148712,87.77762408,KDM7A
ENSG00000006468,0.312302652,0.228902694,0.363913615,1256.509356,1494.179189,805.7431218,1599.022904,792.0110717,1001.983312,888.6628507,1470.52177,ETV1
ENSG00000006530,-0.237232101,0.074068326,0.158283952,1102.970806,1000.808656,1061.629047,1049.103979,1092.799494,1121.685579,1387.255948,1366.963899,AGK
ENSG00000006534,0.242522861,0.0415103,0.103256059,3209.686826,3294.830908,3925.171072,3377.426282,3106.519383,2683.674601,3033.534593,2846.362057,ALDH3B1
ENSG00000006576,-0.648432304,2.16E-06,3.35E-05,2439.905117,2617.576857,1955.444533,2450.627171,3443.441478,3778.573658,4112.625197,3502.228574,PHTF2
ENSG00000006606,-0.283805401,0.540850749,0.667610675,16.71167889,21.10138733,11.90167093,32.61463148,22.46147306,20.08989096,42.99981536,15.78024703,CCL26
ENSG00000006607,0.094826322,0.431096735,0.571785932,2829.496131,2641.692728,2356.530844,2957.059921,2601.624532,2680.326285,2341.442327,2476.512518,FARP2
ENSG00000006625,-0.162586308,0.346872578,0.491140177,426.1478116,401.9311873,353.4796266,443.0154109,366.2196694,411.8427647,503.7121228,538.5009298,GGCT
ENSG00000006634,-0.493929871,0.033057676,0.08721191,427.1922915,429.0615424,313.0139454,408.5888554,364.2664979,498.8989588,627.5925432,732.7952213,DBF4
ENSG00000006638,0.167817196,0.226189136,0.360681814,379.1462147,406.9553271,455.8339965,469.2883085,407.2362724,397.6124252,350.1413536,367.8770088,TBXA2R
ENSG00000006652,0.863424965,2.32E-05,0.000274602,1334.845351,1124.402496,1272.288622,912.3037194,735.3690962,782.6686686,542.6167176,490.1739233,IFRD1
ENSG00000006695,0.32098999,0.003856462,0.017079538,673.6895551,668.2105988,673.6345745,668.5999453,585.9514711,526.5225589,530.3310561,505.9541703,COX10
ENSG00000006704,0.798418924,0.000556534,0.003757908,734.2693911,739.5533846,862.8711423,718.4278545,625.9914883,482.9944618,316.3557844,330.3989221,GTF2IRD1
ENSG00000006712,0.421428924,0.000428808,0.00305235,4635.401931,4242.383682,4943.954103,3959.959838,3448.324407,3279.674699,3055.034501,3492.36592,PAF1
ENSG00000006715,-0.101925169,0.458734403,0.596497328,2550.61999,2491.973361,2048.277567,2578.367811,2907.295882,2735.573486,2404.918245,2330.545233,VPS41
ENSG00000006740,-1.014260914,6.42E-10,2.01E-08,367.6569355,437.1001662,374.9026342,414.9305893,912.1311233,919.1125114,650.116256,739.6990794,ARHGAP44
ENSG00000006744,0.023184729,0.860771883,0.909584436,4903.833273,4683.50316,5686.618369,4457.332969,4821.404021,4542.826593,4537.504325,5513.223805,ELAC2
ENSG00000006747,-2.938045782,3.74E-53,2.70E-50,472.1049285,424.0374026,585.5622097,459.3227266,2791.082174,3365.056736,4421.814346,4289.268395,SCIN
ENSG00000006756,-0.117505307,0.605612695,0.720632864,772.9151485,894.2968917,952.1336742,1048.198017,1307.648366,1197.859748,730.9968611,741.6716102,ARSD
ENSG00000006757,1.237241854,3.22E-06,4.83E-05,204.7180664,158.762819,152.3413879,147.6718036,65.4312476,50.2247274,106.4757333,60.16219179,PNPLA4
ENSG00000006788,-0.406005654,0.1743808,0.298297763,50.13503666,54.26071028,71.41002557,46.20406126,47.85270347,101.2865336,62.45211278,80.87376601,MYH13
ENSG00000006831,0.036861082,0.716476159,0.808030974,3531.386645,3346.077134,3276.530006,3362.93089,3120.191583,3083.798262,3542.365741,3431.217463,ADIPOR2
ENSG00000006837,-0.90334048,0.028068213,0.076894907,21.93407854,29.14001108,11.90167093,23.55501162,19.5317157,48.55056982,52.21406151,42.40941388,CDKL3
ENSG00000007047,0.479548278,0.055084278,0.127180281,2963.189562,3269.710208,3000.411241,3471.646328,3201.248204,2796.680237,1502.945927,1610.571462,MARK4
ENSG00000007080,0.365949675,0.015418682,0.049065055,4112.117486,3898.732517,5437.873447,3720.785874,3395.588775,3320.69156,3154.343598,3449.956506,CCDC124
ENSG00000007168,-0.088149863,0.305985081,0.44942089,8618.003906,8122.024467,7887.237324,8305.859483,8521.687561,8592.613779,8890.723728,9004.603459,PAFAH1B1
ENSG00000007202,0.239200886,0.035163,0.091391459,15633.7756,13144.15465,15598.32992,13863.93626,12278.61308,11695.66485,11970.32955,13396.44346,KIAA0100
ENSG00000007237,0.690622577,0.016971208,0.052728176,1258.598316,1087.223862,927.1401653,1186.810201,983.4218856,888.1405961,363.4508203,527.6520099,GAS7
ENSG00000007255,-0.826157469,0.00010843,0.00100613,236.0524643,300.4435625,234.4629173,297.1555312,460.9484906,356.5955645,642.9496201,435.9293241,TRAPPC6A
ENSG00000007264,-0.684608928,0.190944548,0.318222013,8.355839443,17.08207546,3.570501278,19.93116368,20.50830149,20.92696975,24.57132306,13.80771615,MATK
ENSG00000007341,-0.282019416,0.117151851,0.221866873,235.0079843,283.361487,176.1447297,226.4904964,274.4206056,267.8652128,310.2129537,269.2504649,ST7L
ENSG00000007372,-2.273667891,1.03E-26,1.81E-24,35.51231763,34.16415092,33.3246786,39.86232736,172.855684,157.3708125,165.8564307,197.2530878,PAX6
ENSG00000007376,0.52593711,0.000764689,0.00486523,1767.260042,1622.797169,2343.439006,1674.217749,1232.451261,1222.972112,1273.613579,1414.30464,RPUSD1
ENSG00000007384,0.770370278,0.00679861,0.026357049,5086.617261,5441.143448,6557.820681,5847.984616,4650.501509,4588.865927,1944.205937,2260.520387,RHBDF1
ENSG00000007392,0.079514509,0.567592244,0.689672762,749.93659,912.3837951,909.2876589,851.6042663,836.9340179,831.2192384,684.9256303,885.6663644,LUC7L
ENSG00000007516,1.797755578,2.98E-05,0.000335892,44.91263701,42.20277466,30.94434441,32.61463148,14.64878678,12.55618185,3.071415383,12.82145071,BAIAP3
ENSG00000007520,0.1554179,0.367442608,0.511069326,3627.478798,4102.712594,5478.339128,4198.227841,3572.350802,3351.663475,4459.695136,4244.88645,TSR3
ENSG00000007541,0.50190612,0.007437335,0.028264512,1606.410133,1673.038567,2233.943633,1560.066539,1445.346962,1424.708101,981.8291173,1141.109113,PIGQ
ENSG00000007545,0.538270997,0.103600075,0.203023448,838.7173841,869.1761925,866.4416436,916.8335293,840.840361,909.0675659,304.0701229,349.1379655,CRAMP1
ENSG00000007866,0.866719455,2.30E-05,0.000272822,3492.740887,3248.608821,4133.450313,3380.144168,2472.715208,2289.410491,1379.065507,1674.678716,TEAD3
ENSG00000007923,0.23203486,0.155699031,0.27446453,1875.885955,1848.883461,1999.480716,1697.772761,1844.770548,1798.045241,1232.661374,1441.920072,DNAJC11
ENSG00000007944,-0.181517684,0.309339389,0.453091559,573.4194818,859.1279128,646.2607314,864.2877341,854.512562,755.0450685,791.4013636,938.9246981,MYLIP
ENSG00000007952,-0.801918473,0.124234145,0.231582236,8.355839443,6.028967809,5.950835464,11.77750581,14.64878678,16.7415758,8.190441021,16.76651247,NOX1
ENSG00000007968,0.478333515,0.038739213,0.09830969,269.475822,285.371143,305.8729428,212.9010666,211.9191154,249.4494794,128.9994461,178.5140445,E2F2
ENSG00000008018,-0.294279394,0.243761815,0.380434169,5866.843769,5859.151883,6191.249217,5320.714741,4778.434247,4861.753612,10171.50394,8685.053457,PSMB1
ENSG00000008056,1.69213845,0.000702551,0.004533923,32.37887784,26.12552717,51.17718499,32.61463148,3.906343141,18.41573338,15.35707691,5.917592635,SYN1
ENSG00000008083,0.706238699,0.02899694,0.07885481,1250.242477,1190.721142,1135.419407,1218.51887,1154.324398,964.314766,376.7602869,442.8331822,JARID2
ENSG00000008086,0.453960055,0.094280699,0.189263919,526.4178849,512.4622638,385.6141381,471.1002324,412.1192013,504.7585103,231.3799588,234.7311745,CDKL5
ENSG00000008118,1.276614212,0.00796139,0.02973362,31.33439791,37.17863482,45.22634953,48.92194722,7.812686281,9.20786669,35.83317946,14.79398159,CAMK1G
ENSG00000008128,0.229712183,0.424618158,0.565789724,409.4361327,411.979467,410.607647,415.8365513,485.3631352,478.8090679,197.5943896,242.621298,CDK11A
ENSG00000008130,-0.082754623,0.448383876,0.586781788,3603.45576,3604.317922,4194.148835,3670.052003,3785.246503,3985.332119,3879.197628,4309.979969,NADK
ENSG00000008256,0.049243828,0.76414151,0.842596553,9489.100168,9404.184954,9432.07421,9345.903842,10542.24355,10884.53551,7462.515575,7516.328912,CYTH3
ENSG00000008277,0.785861631,0.090326293,0.183551064,15.66719896,34.16415092,23.80334186,39.86232736,24.41464463,17.57865459,7.166635893,16.76651247,ADAM22
ENSG00000008282,-0.420598959,0.01678971,0.052334347,3358.002976,3541.01376,2994.460405,3632.907562,3608.484476,3796.152312,5343.238961,5359.366396,SYPL1
ENSG00000008283,0.012279525,0.912868592,0.945211884,1651.32277,1679.067535,1917.359186,1664.252167,1591.83483,1722.70815,1843.873035,1693.417759,CYB561
ENSG00000008294,0.293987979,0.201047016,0.330874621,6688.849474,6779.574301,6300.744589,6961.411896,6727.699474,7223.152879,3499.365926,4351.403118,SPAG9
ENSG00000008300,2.358089097,7.90E-10,2.44E-08,1318.133672,906.3548273,1286.570627,1018.301272,318.366966,355.7584857,117.7375897,90.7364204,CELSR3
ENSG00000008311,0.031708452,0.915264067,0.946979752,290.3654206,385.8539398,205.8989071,351.5132504,404.306515,395.1011889,194.5229742,213.0333349,AASS
ENSG00000008323,0.430753236,0.361672331,0.505732495,28.20095812,18.08690343,30.94434441,13.58942978,26.3678162,18.41573338,8.190441021,13.80771615,PLEKHG6
ENSG00000008324,-0.750571958,0.001045364,0.006237261,275.7427016,311.4966701,251.1252566,280.8482155,337.8986817,360.7809585,605.0688304,580.9103437,SS18L2
ENSG00000008382,0.103296626,0.496421189,0.6293862,646.5330769,657.1574912,822.4054611,611.5243402,720.7203094,565.865262,623.4973227,637.1274737,MPND
ENSG00000008394,1.476199357,3.18E-17,2.26E-15,3330.846498,3482.733738,2749.285984,3337.563954,1005.883359,920.786669,1389.303558,1322.581954,MGST1
ENSG00000008405,-0.23026289,0.183390226,0.309545253,551.4854032,615.9595445,545.0965285,528.1758375,521.4968093,574.2360499,753.5205739,780.1359624,CRY1
ENSG00000008441,-0.003952268,0.98545777,0.991006659,22932.60135,23953.08911,21583.68023,26686.01624,29811.25768,29890.40943,16183.28765,19531.01449,NFIX
ENSG00000008513,0.622615036,0.002804411,0.013327774,2307.256166,1868.980021,2307.733993,2068.311213,1702.189023,1714.337362,978.757702,1157.875626,ST3GAL1
ENSG00000008517,1.300410025,2.77E-10,9.30E-09,317.5218988,289.3904548,323.7254492,315.2747709,93.75223537,116.3539518,174.0468717,122.2969145,IL32
ENSG00000008710,1.37884093,0.000485355,0.003358604,18526.98501,12401.58678,20000.75799,13945.47284,9870.35253,9402.068969,2633.226788,3039.670083,PKD1
